Region,Country,City,Airport Name,IATA Code,longitude_deg,latitude_deg
North America,Mexico,Chihuahua,Chihuahua International Airport,CUU,-105.964996,28.7029
North America,Mexico,Ciudad del Carmen,Ciudad del Carmen International Airport,CME,-91.79900360107422,18.65369987487793
North America,Mexico,Cozumel,Cozumel International Airport,CZM,-86.928538,20.514922
North America,Mexico,Culiacán,Culiacán International Airport,CUL,-107.475228,24.76504
North America,Mexico,Durango,Durango International Airport,DGO,-104.527938,24.125468
North America,Mexico,Guadalajara,Guadalajara International Airport,GDL,-103.310108,20.523342
North America,Mexico,Hermosillo,Hermosillo International Airport,HMO,-111.049891,29.093527
North America,Mexico,Huatulco,Bahías de Huatulco International Airport,HUX,-96.260319,15.774909
North America,Mexico,Ixtapa,Ixtapa-Zihuatanejo International Airport,ZIH,-101.460629,17.601771
North America,Mexico,León,León/Bajío International Airport,BJX,-101.480284,20.992695
North America,Mexico,Loreto,Loreto International Airport,LTO,-111.3479995727539,25.989200592041016
North America,Mexico,Los Cabos,Cabo San Lucas International Airport,CSL,-109.938155,22.948211
North America,Mexico,Manzanillo,Playa de Oro International Airport,ZLO,-104.558998,19.1448
North America,Mexico,Mazatlán,Mazatlán International Airport,MZT,-106.264572,23.161474
North America,Mexico,Mérida,Mérida International Airport,MID,-89.645462,20.930485
North America,Mexico,Mexicali,Mexicali International Airport,MXL,-115.242805,32.630629
North America,Mexico,Mexico City,Mexico City International Airport,MEX,-99.071328,19.435137
North America,Mexico,Monterrey,Monterrey International Airport,MTY,-100.106989,25.778521
North America,Mexico,Morelia,Morelia International Airport,MLM,-101.025002,19.849899
North America,Mexico,Oaxaca,Oaxaca International Airport,OAX,-96.72197,17.000814
North America,Mexico,Puebla,Puebla International Airport,PBC,-98.371582,19.158465
North America,Mexico,Puerto Escondido,Puerto Escondido International Airport,PXM,-97.0891,15.876808
North America,Mexico,Puerto Vallarta,Puerto Vallarta International Airport,PVR,-105.254391,20.679913
North America,Mexico,Querétaro,Querétaro Intercontinental Airport,QRO,-100.185997,20.6173
North America,Mexico,Reynosa,Reynosa International Airport,REX,-98.2285,26.0089
North America,Mexico,Saltillo,Saltillo International Airport,SLW,-100.930195,25.544145
North America,Mexico,San Luis Potosí,San Luis Potosí International Airport,SLP,-100.930999756,22.254299163800003
North America,Mexico,Tampico,Tampico International Airport,TAM,-97.8658981323,22.2964000702
North America,Mexico,Tepic,Tepic International Airport,TPQ,-104.842472,21.419833
North America,Mexico,Tijuana,Tijuana International Airport,TIJ,-116.969976,32.541043
North America,Mexico,Toluca,Toluca International Airport,TLC,-99.56583,19.3369
North America,Mexico,Torreón,Torreón International Airport,TRC,-103.411003,25.5683
North America,Mexico,Tulum,Tulum International Airport,TQO,-87.660272,20.172098
North America,Mexico,Uruapan,Uruapan International Airport,UPN,-102.039001,19.3967
North America,Mexico,Tuxtla Gutiérrez,Tuxtla Gutiérrez International Airport,TGZ,-93.0224990845,16.5636005402
North America,Mexico,Veracruz,Veracruz International Airport,VER,-96.1873016357,19.1459007263
North America,Mexico,Villahermosa,Villahermosa International Airport,VSA,-92.817398,17.997
North America,Mexico,Zacatecas,Zacatecas International Airport,ZCL,-102.686996,22.8971
North America,Saint Pierre and Miquelon,Saint-Pierre,Saint-Pierre Airport,FSP,-56.173099517822266,46.762901306152344
North America,United States,Akron,Akron Executive Airport,AKC,-81.46784,41.037355
North America,United States,Albany,Albany International Airport,ALB,-73.80169677734375,42.74829864501953
North America,United States,Albuquerque,Albuquerque International Sunport,ABQ,-106.608925,35.039976
North America,United States,Amarillo,Rick Husband Amarillo International Airport,AMA,-101.706001,35.219398
North America,United States,Anchorage,Anchorage International Airport,ANC,-149.992561,61.179004
North America,United States,Appleton,Appleton International Airport,ATW,-88.519096,44.258099
North America,United States,Atlanta,Hartsfield–Jackson Atlanta International Airport,ATL,-84.428101,33.6367
North America,United States,Atlantic City,Atlantic City International Airport,ACY,-74.57720184326172,39.45759963989258
North America,United States,Austin (TX),Austin–Bergstrom International Airport,AUS,-97.662015,30.197535
North America,United States,Baltimore,Baltimore/Washington International Airport,BWI,-76.668297,39.1754
North America,United States,Bangor,Bangor International Airport,BGR,-68.828102,44.8074
North America,United States,Baudette,Baudette International Airport,BDE,-94.612197876,48.7284011841
North America,United States,Bellingham,Bellingham International Airport,BLI,-122.53800201416016,48.79280090332031
North America,United States,Birmingham,Birmingham–Shuttlesworth International Airport,BHM,-86.753502,33.562901
North America,United States,Boise,Boise Airport,BOI,-116.223,43.5644
North America,United States,Boston,Logan International Airport,BOS,-71.0079,42.36197
North America,United States,Brownsville,Brownsville/South Padre Island International Airport,BRO,-97.4259033203125,25.90679931640625
North America,United States,Buffalo,Buffalo Niagara International Airport,BUF,-78.732201,42.940498
North America,United States,Calexico,Calexico International Airport,CXL,-115.513000488,32.6694984436
North America,United States,Charlotte,Charlotte Douglas International Airport,CLT,-80.94309997558594,35.2140007019043
North America,United States,Charleston (SC),Charleston International Airport,CHS,-80.040497,32.898602
North America,United States,Chicago,Midway International Airport,MDW,-87.752403,41.785999
North America,United States,Cincinnati (OH) (Hebron),Cincinnati/Northern Kentucky International Airport,CVG,-84.667801,39.048801
North America,United States,Cleveland,Cleveland Hopkins International Airport,CLE,-81.8498,41.411701
North America,United States,Columbia (SC),Columbia Metropolitan Airport,CAE,-81.119499,33.938801
North America,United States,Columbus (OH),John Glenn Columbus International Airport,CMH,-82.891899,39.998001
North America,United States,Corpus Christi,Corpus Christi International Airport,CRP,-97.501198,27.770399
North America,United States,Dallas,Dallas Love Field,DAL,-96.851799,32.847099
North America,United States,Dallas/Fort Worth,Dallas/Fort Worth International Airport,DFW,-97.038002,32.896801
North America,United States,Dayton (OH),Dayton International Airport,DAY,-84.219398,39.902401
North America,United States,Denver,Denver International Airport,DEN,-104.672996521,39.861698150635
North America,United States,Des Moines (IA),Des Moines International Airport,DSM,-93.663101,41.534
North America,United States,Detroit,Detroit Metropolitan Airport,DTW,-83.353786,42.21377
North America,United States,Duluth,Duluth International Airport,DLH,-92.193604,46.842098
North America,United States,El Paso,El Paso International Airport,ELP,-106.377998,31.807199
North America,United States,Erie,Erie International Airport,ERI,-80.173867,42.083127
North America,United States,Fairbanks,Fairbanks International Airport,FAI,-147.856003,64.815102
North America,United States,Fort Lauderdale,Fort Lauderdale–Hollywood International Airport,FLL,-80.152702,26.072599
North America,United States,Fort Myers,Southwest Florida International Airport,RSW,-81.75520324707031,26.53619956970215
North America,United States,Fresno,Fresno Yosemite International Airport,FAT,-119.718002,36.776199
North America,United States,Gary,Gary/Chicago International Airport,GYY,-87.41280364990234,41.61629867553711
North America,United States,Grand Rapids,Gerald R. Ford International Airport,GRR,-85.52279663,42.88079834
North America,United States,Green Bay,Green Bay–Austin Straubel International Airport,GRB,-88.130805,44.483459
North America,United States,Greensboro,Piedmont Triad International Airport,GSO,-79.937302,36.097801
North America,United States,Greenville,Greenville-Spartanburg International Airport,GSP,-82.218903,34.895699
North America,United States,Gulfport,Gulfport-Biloxi International Airport,GPT,-89.070099,30.407301
North America,United States,Harlingen,Valley International Airport,HRL,-97.65440368652344,26.228500366210938
North America,United States,Harrisburg,Harrisburg International Airport,MDT,-76.763397,40.193501
North America,United States,Hartford (CT),Bradley International Airport,BDL,-72.688066,41.93851
North America,United States,Hilo,Hilo International Airport,ITO,-155.045428,19.72135
North America,United States,Honolulu,Daniel K. Inouye International Airport,HNL,-157.924228,21.32062
North America,United States,Houston,George Bush Intercontinental Airport,IAH,-95.34140014648438,29.984399795532227
North America,United States,Huntsville (AL),Huntsville International Airport,HSV,-86.775101,34.637199
North America,United States,Indianapolis,Indianapolis International Airport,IND,-86.294403,39.7173
North America,United States,International Falls,Falls International Airport,INL,-93.4030990600586,48.566200256347656
North America,United States,Jackson (MS),Jackson–Medgar Wiley Evers International Airport,JAN,-90.075897,32.311199
North America,United States,Jacksonville,Jacksonville International Airport,JAX,-81.687813,30.492469
North America,United States,Juneau,Juneau International Airport,JNU,-134.576004,58.355
North America,United States,Kailua-Kona,Kona International Airport,KOA,-156.045603,19.738783
North America,United States,Kansas City (MO),Kansas City International Airport,MCI,-94.713898,39.2976
North America,United States,Ketchikan,Ketchikan International Airport,KTN,-131.7140045,55.35559845
North America,United States,Key West,Key West International Airport,EYW,-81.759598,24.556101
North America,United States,Kissimmee,Kissimmee Gateway Airport,ISM,-81.4371032715,28.2898006439
North America,United States,Knoxville,McGhee Tyson Airport,TYS,-83.994003,35.811001
North America,United States,Lakeland,Lakeland Linder International Airport,LAL,-82.018776,27.987656
North America,United States,Lansing,Capital Region International Airport,LAN,-84.58740234375,42.77870178222656
North America,United States,Las Vegas,Harry Reid International Airport,LAS,-115.151817,36.083361
North America,United States,Little Rock,Bill and Hillary Clinton National Airport,LIT,-92.223728,34.729582
North America,United States,Los Angeles,Los Angeles International Airport,LAX,-118.407997,33.942501
North America,United States,Louisville,Louisville International Airport,SDF,-85.736,38.1744
North America,United States,Lubbock,Lubbock Preston Smith International Airport,LBB,-101.822998,33.663601
North America,United States,Madison (WI),Dane County Regional Airport,MSN,-89.337502,43.1399
North America,United States,McAllen,McAllen Miller International Airport,MFE,-98.237965,26.176141
North America,United States,Melbourne (FL),Melbourne Orlando International Airport,MLB,-80.645302,28.1028
North America,United States,Memphis,Memphis International Airport,MEM,-89.9767,35.0424
North America,United States,Miami,Miami International Airport,MIA,-80.290604,25.7932
North America,United States,Midland/Odessa,Midland International Air and Space Port,MAF,-102.202003,31.942499
North America,United States,Milwaukee,General Mitchell International Airport,MKE,-87.896599,42.947201
North America,United States,Minneapolis/St. Paul,Minneapolis/St. Paul International Airport,MSP,-93.221741,44.880081
North America,United States,Myrtle Beach,Myrtle Beach International Airport,MYR,-78.928299,33.679699
North America,United States,Nashville,Nashville International Airport,BNA,-86.6782,36.1245
North America,United States,New Orleans,Louis Armstrong New Orleans International Airport,MSY,-90.258003,29.993401
North America,United States,New York City (Queens),John F. Kennedy International Airport,JFK,-73.779317,40.639447
North America,United States,Newark,Newark Liberty International Airport,EWR,-74.168701,40.692501
North America,United States,Newburgh,Stewart International Airport,SWF,-74.104797,41.504101
North America,United States,Newport News,Newport News/Williamsburg International Airport,PHF,-76.492996,37.131901
North America,United States,Niagara Falls,Niagara Falls International Airport,IAG,-78.946198,43.1073
North America,United States,Norfolk (VA),Norfolk International Airport,ORF,-76.201,36.895341
North America,United States,Oakland,Oakland International Airport,OAK,-122.221184,37.720085
North America,United States,Oklahoma City,Will Rogers World Airport,OKC,-97.598248,35.393388
North America,United States,Omaha,Eppley Airfield,OMA,-95.894096,41.3032
North America,United States,Ontario,Ontario International Airport,ONT,-117.600998,34.056
North America,United States,Orange County (CA),John Wayne Airport,SNA,-117.867996,33.675701
North America,United States,Orlando,Orlando International Airport,MCO,-81.30899810791016,28.429399490356445
North America,United States,Palm Springs,Palm Springs International Airport,PSP,-116.507004,33.8297
North America,United States,Panama City (FL),Northwest Florida Beaches International Airport,ECP,-85.795414,30.357106
North America,United States,Pensacola,Pensacola International Airport,PNS,-87.1866,30.4734
North America,United States,Philadelphia,Philadelphia International Airport,PHL,-75.241096,39.871899
North America,United States,Phoenix,Phoenix Sky Harbor International Airport,PHX,-112.005905,33.435302
North America,United States,Phoenix/Mesa,Phoenix–Mesa Gateway Airport,AZA,-111.654999,33.3078
North America,United States,Pittsburgh,Pittsburgh International Airport,PIT,-80.232903,40.491501
North America,United States,Portland (ME),Portland International Jetport,PWM,-70.309303,43.646198
North America,United States,Portland (OR),Portland International Airport,PDX,-122.598,45.588699
North America,United States,Providence (Warwick),Rhode Island T. F. Green International Airport,PVD,-71.425668,41.725038
North America,United States,Racine,Batten International Airport,RAC,-87.8152008057,42.7606010437
North America,United States,Raleigh/Durham,Raleigh–Durham International Airport,RDU,-78.787498,35.877602
North America,United States,Reno,Reno–Tahoe International Airport,RNO,-119.767998,39.4991
North America,United States,Richmond (VA) (Sandston),Richmond International Airport,RIC,-77.319702,37.505199
North America,United States,Rochester (MN),Rochester International Airport,RST,-92.5,43.908298
North America,United States,Rochester (NY),Greater Rochester International Airport,ROC,-77.672401,43.1189
North America,United States,Rockford (IL),Chicago Rockford International Airport,RFD,-89.097198,42.1954
North America,United States,Sacramento,Sacramento International Airport,SMF,-121.591003,38.6954
North America,United States,Salt Lake City,Salt Lake City International Airport,SLC,-111.979866,40.78886
North America,United States,San Antonio,San Antonio International Airport,SAT,-98.469803,29.533701
North America,United States,San Bernardino,San Bernardino International Airport,SBD,-117.235001,34.095402
North America,United States,San Diego,San Diego International Airport,SAN,-117.190002441,32.7336006165
North America,United States,San Francisco,San Francisco International Airport,SFO,-122.374821,37.619806
North America,United States,San Jose (CA),San Jose International Airport,SJC,-121.929188,37.362452
North America,United States,Sanford (FL),Orlando Sanford International Airport,SFB,-81.23750305175781,28.777599334716797
North America,United States,Sarasota/Bradenton,Sarasota–Bradenton International Airport,SRQ,-82.554359,27.394631
North America,United States,Savannah (GA),Savannah/Hilton Head International Airport,SAV,-81.202103,32.127602
North America,United States,Seattle,Kenmore Air Harbor Seaplane Base,LKE,-122.338997,47.629002
North America,United States,Sheboygan,Sheboygan County Memorial Airport,SBM,-87.85140228,43.76959991
North America,United States,Everett (WA),Paine Field,PAE,-122.281998,47.9063
North America,United States,Spokane,Spokane International Airport,GEG,-117.533997,47.6199
North America,United States,St. Louis,St. Louis Lambert International Airport,STL,-90.370003,38.748697
North America,United States,St. Petersburg (FL),St. Pete–Clearwater International Airport,PIE,-82.687401,27.9102
North America,United States,Syracuse,Syracuse Hancock International Airport,SYR,-76.1063003540039,43.11119842529297
North America,United States,Tallahassee,Tallahassee International Airport,TLH,-84.350304,30.3965
North America,United States,Tampa,Tampa International Airport,TPA,-82.533203,27.9755
North America,United States,Tucson,Tucson International Airport,TUS,-110.938053,32.115004
North America,United States,Tulsa,Tulsa International Airport,TUL,-95.88809967041016,36.19839859008789
North America,United States,"Washington, D.C.",Ronald Reagan Washington National Airport,DCA,-77.037697,38.8521
North America,United States,West Palm Beach,Palm Beach International Airport,PBI,-80.095596,26.683201
North America,United States,Wilkes-Barre/Scranton,Wilkes-Barre/Scranton International Airport,AVP,-75.72339630130001,41.338500976599995
North America,United States,Wilmington (NC),Wilmington International Airport,ILM,-77.90260314941406,34.270599365234375
South America,Argentina,Buenos Aires,Ministro Pistarini International Airport,EZE,-58.5358,-34.8222
South America,Argentina,Bariloche,San Carlos de Bariloche Airport,BRC,-71.157501,-41.151199
South America,Argentina,Comodoro Rivadavia,General Enrique Mosconi International Airport,CRD,-67.4655,-45.7853
South America,Argentina,Córdoba,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,COR,-64.208,-31.323601
South America,Argentina,Corrientes,Doctor Fernando Piragine Niveyro International Airport,CNQ,-58.7619,-27.4455
South America,Argentina,El Calafate,Comandante Armando Tola International Airport,FTE,-72.053101,-50.2803
South America,Argentina,El Palomar,El Palomar Airport,EPA,-58.6126,-34.6099
South America,Argentina,Esquel,Brigadier General Antonio Parodi International Airport,EQS,-71.139503,-42.908001
South America,Argentina,Formosa,Formosa International Airport,FMA,-58.2281,-26.2127
South America,Argentina,Mar del Plata,Ástor Piazzolla International Airport,MDQ,-57.5733,-37.9342
South America,Argentina,Mendoza,Governor Francisco Gabrielli International Airport,MDZ,-68.7929000854,-32.8316993713
South America,Argentina,Neuquén,Presidente Perón International Airport,NQN,-68.155701,-38.949001
South America,Argentina,Posadas,Libertador General José de San Martín Airport,PSS,-55.9707,-27.3858
South America,Argentina,Puerto Iguazú,Cataratas del Iguazú International Airport,IGR,-54.4734,-25.737301
South America,Argentina,Resistencia,Resistencia International Airport,RES,-59.0561,-27.45
South America,Argentina,Río Gallegos,Piloto Civil Norberto Fernández International Airport,RGL,-69.3126,-51.6089
South America,Argentina,Río Grande,Hermes Quijada International Airport,RGA,-67.7494,-53.7777
South America,Argentina,Rosario,Rosario – Islas Malvinas International Airport,ROS,-60.785,-32.9036
South America,Argentina,Salta,Martín Miguel de Güemes International Airport,SLA,-65.4861984253,-24.856000900299996
South America,Argentina,San Miguel de Tucumán,Teniente Benjamín Matienzo International Airport,TUC,-65.104897,-26.8409
South America,Argentina,San Salvador de Jujuy,Gobernador Horacio Guzmán International Airport,JUJ,-65.097801,-24.392799
South America,Argentina,Santa Rosa del Conlara,Valle del Conlara Airport,RLO,-65.186501,-32.384701
South America,Argentina,Termas de Río Hondo,Termas de Río Hondo International Airport,RHD,-64.93595,-27.4966
South America,Argentina,Trelew,Almirante Marcos A. Zar Airport,REL,-65.2703,-43.2105
South America,Argentina,Ushuaia,Ushuaia – Malvinas Argentinas International Airport,USH,-68.2958,-54.8433
South America,Bolivia,La Paz,El Alto International Airport,LPB,-68.19229888916016,-16.5132999420166
South America,Bolivia,Santa Cruz de la Sierra,Viru Viru International Airport,VVI,-63.135399,-17.6448
South America,Bolivia,Cochabamba,Jorge Wilstermann International Airport,CBB,-66.1771011352539,-17.421100616455078
South America,Brazil,Aracaju,Santa Maria Airport,AJU,-37.070301,-10.984
South America,Brazil,Belém,Val de Cães International Airport,BEL,-48.476207,-1.379279
South America,Brazil,Belo Horizonte,Tancredo Neves International Airport,CNF,-43.966928,-19.63571
South America,Brazil,Boa Vista,Boa Vista International Airport,BVB,-60.690944,2.845855
South America,Brazil,Brasília,Brasília International Airport,BSB,-47.920834,-15.869167
South America,Brazil,Campinas,Viracopos International Airport,VCP,-47.134502,-23.007404
South America,Brazil,Campo Grande,Campo Grande International Airport,CGR,-54.673988,-20.469998
South America,Brazil,Cuiabá,Marechal Rondon International Airport,CGB,-56.116699,-15.6529
South America,Brazil,Curitiba,Afonso Pena International Airport,CWB,-49.1758,-25.5285
South America,Brazil,Florianópolis,Hercílio Luz International Airport,FLN,-48.552502,-27.670279
South America,Brazil,Fortaleza,Pinto Martins International Airport,FOR,-38.532222,-3.775833
South America,Brazil,Foz do Iguaçu,Foz do Iguaçu International Airport,IGU,-54.489444,-25.594167
South America,Brazil,Goiânia,Santa Genoveva Airport,GYN,-49.220699,-16.632
South America,Brazil,João Pessoa,Presidente Castro Pinto International Airport,JPA,-34.950554,-7.148691
South America,Brazil,Maceió,Zumbi dos Palmares International Airport,MCZ,-35.791698,-9.51081
South America,Brazil,Manaus,Eduardo Gomes International Airport,MAO,-60.049702,-3.03861
South America,Brazil,Natal,Greater Natal International Airport,NAT,-35.366578,-5.769804
South America,Brazil,Petrolina,Petrolina Airport,PNZ,-40.569098,-9.362422
South America,Brazil,Porto Alegre,Salgado Filho Porto Alegre International Airport,POA,-51.166592,-29.994712
South America,Brazil,Porto Velho,Governador Jorge Teixeira de Oliveira International Airport,PVH,-63.90242,-8.707854
South America,Brazil,Recife,Guararapes International Airport,REC,-34.923316,-8.125984
South America,Brazil,Rio Branco,Rio Branco International Airport,RBR,-67.893984,-9.869031
South America,Brazil,Rio de Janeiro,Rio de Janeiro/Galeão International Airport,GIG,-43.250557,-22.809999
South America,Brazil,Salvador,Deputado Luís Eduardo Magalhães International Airport,SSA,-38.322498,-12.908611
South America,Brazil,São Luís,Marechal Cunha Machado International Airport,SLZ,-44.2341,-2.58536
South America,Brazil,São Paulo,São Paulo–Congonhas Airport,CGH,-46.654601,-23.627657
South America,Brazil,Teresina,Teresina Airport,THE,-42.823712,-5.06025
South America,Brazil,Uberlândia,Uberlândia Airport,UDI,-48.225936,-18.883579
South America,Brazil,Vitória,Eurico de Aguiar Salles Airport,VIX,-40.285,-20.258
South America,Chile,Antofagasta,Andrés Sabella Gálvez International Airport,ANF,-70.445099,-23.444501
South America,Chile,Concepción,Carriel Sur International Airport,CCP,-73.063103,-36.772701
South America,Chile,Puerto Montt,El Tepual International Airport,PMC,-73.09400177001953,-41.43889999389648
South America,Chile,Punta Arenas,Presidente Carlos Ibáñez del Campo International Airport,PUQ,-70.854599,-53.002602
South America,Chile,Santiago,Arturo Merino Benítez International Airport,SCL,-70.78579711914062,-33.393001556396484
South America,Colombia,Armenia,El Edén International Airport,AXM,-75.7664,4.45278
South America,Colombia,Barranquilla,Ernesto Cortissoz International Airport,BAQ,-74.7808,10.8896
South America,Colombia,Bogotá,El Dorado International Airport,BOG,-74.1469,4.70159
South America,Colombia,Bucaramanga,Palonegro International Airport,BGA,-73.1848,7.1265
South America,Colombia,Buenaventura,Gerardo Tobar López Airport,BUN,-76.9898,3.81963
South America,Colombia,Cali,Alfonso Bonilla Aragón International Airport,CLO,-76.3816,3.54322
South America,Colombia,Cartagena,Rafael Núñez International Airport,CTG,-75.513,10.4424
South America,Colombia,Cúcuta,Camilo Daza International Airport,CUC,-72.5115,7.92757
South America,Colombia,Ibagué,Perales Airport,IBE,-75.1333,4.42161
South America,Colombia,Ipiales,San Luis Airport,IPI,-77.671783,0.861946
South America,Colombia,Florencia,Gustavo Artunduaga Paredes Airport,FLA,-75.5644,1.58919
South America,Colombia,Leticia,Alfredo Vásquez Cobo International Airport,LET,-69.9432,-4.19355
South America,Colombia,Maicao,Jorge Isaacs Airport,MCJ,-72.4901,11.2325
South America,Colombia,Manizales,La Nubia Airport,MZL,-75.4647,5.0296
South America,Colombia,Medellín,José María Córdova International Airport,MDE,-75.4231,6.16454
South America,Colombia,Mitú,Fabio Alberto León Bentley Airport,MVP,-70.2339,1.25366
South America,Colombia,Montería,Los Garzones Airport,MTR,-75.8258,8.82374
South America,Colombia,Neiva,Benito Salas Airport,NVA,-75.294,2.95015
South America,Colombia,Pasto,Antonio Nariño Airport,PSO,-77.2915,1.39625
South America,Colombia,Pereira,Matecaña International Airport,PEI,-75.7395,4.81267
South America,Colombia,Popayán,Guillermo León Valencia Airport,PPN,-76.6093,2.4544
South America,Colombia,Providence Island,El Embrujo Airport,PVA,-81.357977,13.357461
South America,Colombia,Quibdó,El Caraño Airport,UIB,-76.6412,5.69076
South America,Colombia,Riohacha,Almirante Padilla Airport,RCH,-72.926,11.5262
South America,Colombia,San Andrés,Gustavo Rojas Pinilla International Airport,ADZ,-81.7112,12.5836
South America,Colombia,Tolú,Golfo de Morrosquillo Airport,TLU,-75.5854,9.50945
South America,Colombia,Tumaco,La Florida Airport,TCO,-78.7492,1.81442
South America,Colombia,Santa Marta,Simón Bolívar International Airport,SMR,-74.2306,11.1196
South America,Colombia,Sincelejo,Las Brujas Airport,CZU,-75.2856,9.33274
South America,Colombia,Valledupar,Alfonso López Pumarejo Airport,VUP,-73.2495,10.435
South America,Colombia,Villavicencio,La Vanguardia Airport,VVC,-73.6138,4.16787
South America,Colombia,Yopal,El Alcaraván Airport,EYP,-72.384,5.31911
South America,Ecuador,Cuenca,Mariscal Lamar International Airport,CUE,-78.984398,-2.88947
South America,Ecuador,Esmeraldas,Carlos Concha Torres International Airport,ESM,-79.626602,0.978519
South America,Ecuador,Guayaquil,José Joaquín de Olmedo International Airport,GYE,-79.883598,-2.15742
South America,Ecuador,Machala,Santa Rosa International Airport,ETR,-79.996957,-3.441986
South America,Ecuador,Manta,Eloy Alfaro International Airport,MEC,-80.67880249023438,-0.9460780024528505
South America,Ecuador,Quito,Mariscal Sucre International Airport,UIO,-78.354306,-0.125399
South America,Ecuador,Tulcán,Teniente Coronel Luis a Mantilla International Airport,TUA,-77.708099,0.809506
South America,Falkland Islands,Mount Pleasant,RAF Mount Pleasant,MPN,-58.44720077514648,-51.82279968261719
South America,French Guiana,Cayenne,Cayenne – Félix Eboué Airport,CAY,-52.361326,4.819964
South America,Guyana,Georgetown,Cheddi Jagan International Airport,GEO,-58.254101,6.49855
South America,Paraguay,Asunción,Silvio Pettirossi International Airport,ASU,-57.519227,-25.240156
South America,Paraguay,Ciudad del Este,Guaraní International Airport,AGT,-54.839544,-25.457186
South America,Peru,Arequipa,Rodríguez Ballón International Airport,AQP,-71.5830993652,-16.3411006927
South America,Peru,Chiclayo,José Quiñones González International Airport,CIX,-79.828102,-6.78748
South America,Peru,Cusco,Alejandro Velasco Astete International Airport,CUZ,-71.9387969971,-13.535699844400002
South America,Peru,Lima,Jorge Chávez International Airport,LIM,-77.114305,-12.0219
South America,Peru,Trujillo,Carlos Martínez de Pinillos International Airport,TRU,-79.10880279541016,-8.08141040802002
South America,Suriname,Paramaribo,Johan Adolf Pengel International Airport,PBM,-55.187801,5.45283
South America,Uruguay,Montevideo,Carrasco International Airport,MVD,-56.026497,-34.835647
South America,Uruguay,Punta del Este,Capitán de Corbeta Carlos A. Curbelo International Airport,PDP,-55.094299,-34.855099
South America,Uruguay,Rivera,Rivera International Airport,RVY,-55.4762,-30.9746
South America,Venezuela,Caracas,Simón Bolívar International Airport,CCS,-66.991222,10.601194
South America,Venezuela,Maracaibo,La Chinita International Airport,MAR,-71.7278594971,10.5582084656
South America,Venezuela,Valencia,Arturo Michelena International Airport,VLN,-67.92839813232422,10.14973258972168
Central Asia,Kazakhstan,Aktau,Aktau Airport,SCO,51.09086,43.860093
Central Asia,Kazakhstan,Aktobe,Aktobe International Airport,AKX,57.206699,50.2458
Central Asia,Kazakhstan,Almaty,Almaty International Airport,ALA,77.042828,43.354267
Central Asia,Kazakhstan,Astana,Nursultan Nazarbayev International Airport,NQZ,71.467094,51.027035
Central Asia,Kazakhstan,Atyrau,Atyrau Airport,GUW,51.819321,47.122559
Central Asia,Kazakhstan,Karaganda,Karaganda Airport,KGF,73.334396,49.670799
Central Asia,Kazakhstan,Kokshetau,Kokshetau Airport,KOV,69.594597,53.329102
Central Asia,Kazakhstan,Kostanay,Kostanay Airport,KSN,63.55030059814453,53.20690155029297
Central Asia,Kazakhstan,Kyzylorda,Kyzylorda Airport,KZO,65.592499,44.706902
Central Asia,Kazakhstan,Oral,Oral Ak Zhol Airport,URA,51.54309844970703,51.15079879760742
Central Asia,Kazakhstan,Oskemen,Oskemen Airport,UKK,82.493477,50.036571
Central Asia,Kazakhstan,Pavlodar,Pavlodar Airport,PWQ,77.07389831542969,52.19499969482422
Central Asia,Kazakhstan,Petropavl,Petropavl Airport,PPK,69.183273,54.774702
Central Asia,Kazakhstan,Semey,Semey Airport,PLX,80.234398,50.351295
Central Asia,Kazakhstan,Şymkent,Şymkent International Airport,CIT,69.47889709472656,42.364200592041016
Central Asia,Kazakhstan,Taraz,Taraz Airport,DMB,71.30359649658203,42.85359954833984
Central Asia,Kyrgyzstan,Bishkek,Manas International Airport,FRU,74.4776,42.8882
Central Asia,Kyrgyzstan,Issyk-Kul,Issyk-Kul International Airport,IKU,76.701181,42.585584
Central Asia,Kyrgyzstan,Karakol,Karakol International Airport,IKG,78.407799,42.508099
Central Asia,Kyrgyzstan,Osh,Osh Airport,OSS,72.793297,40.609001
Central Asia,Tajikistan,Bokhtar,Bokhtar International Airport,KQT,68.86470031738281,37.86640167236328
Central Asia,Tajikistan,Dushanbe,Dushanbe Airport,DYU,68.822977,38.543746
Central Asia,Tajikistan,Khujand,Khujand Airport,LBD,69.694702,40.215401
Central Asia,Tajikistan,Kulob,Kulob Airport,TJU,69.80500030517578,37.98809814453125
Central Asia,Turkmenistan,Ashgabat,Ashgabat Airport,ASB,58.361,37.986801
Central Asia,Turkmenistan,Daşoguz,Daşoguz Airport,TAZ,59.836149,41.759853
Central Asia,Turkmenistan,Mary,Mary International Airport,MYP,61.895668,37.62353
Central Asia,Turkmenistan,Türkmenabat,Turkmenabat International Airport,CRZ,63.563982,38.930662
Central Asia,Turkmenistan,Turkmenbashi,Turkmenbashi International Airport,KRW,53.007198,40.063301
Central Asia,Uzbekistan,Andijan,Andizhan Airport,AZN,72.293999,40.727699
Central Asia,Uzbekistan,Bukhara,Bukhara International Airport,BHK,64.483299,39.775002
Central Asia,Uzbekistan,Fergana,Fergana International Airport,FEG,71.745003,40.358799
Central Asia,Uzbekistan,Qarshi,Karshi Airport,KSQ,65.773068,38.802246
